<?xml version="1.0" encoding="UTF-8"?>
<map version="1.0" orientation="orthogonal" width="50" height="50" tilewidth="16" tileheight="16">
 <tileset firstgid="1" name="tilemap" tilewidth="16" tileheight="16">
  <image source="gfx/tilemap.png" width="160" height="160"/>
 </tileset>
 <tileset firstgid="131" name="objects" tilewidth="16" tileheight="16">
  <image source="gfx/objects.png" width="64" height="64"/>
 </tileset>
 <layer name="background" width="50" height="50" opacity="0.4">
  <data encoding="csv">
1,3,4,1,1,2,3,3,2,3,2,1,4,3,4,1,2,2,1,2,1,1,4,3,4,4,2,2,2,4,1,1,3,2,3,4,3,2,4,1,2,1,3,3,2,3,2,4,4,2,
1,1,1,3,4,2,1,3,4,1,4,3,4,2,4,4,3,4,4,3,1,4,3,3,4,2,1,4,4,1,1,3,3,4,1,4,2,3,2,2,2,2,1,2,3,3,3,4,4,3,
1,1,4,3,3,2,4,4,4,1,2,2,3,1,4,1,2,2,2,4,4,1,2,4,4,3,2,3,4,2,1,2,3,4,2,3,3,3,3,3,4,3,3,2,3,2,1,2,4,3,
4,4,1,4,3,1,2,4,3,3,2,4,3,1,4,2,4,2,4,3,3,3,3,3,2,1,4,4,3,4,4,2,4,3,3,4,4,1,2,2,1,1,3,2,4,3,4,4,4,2,
2,1,1,1,1,2,4,1,1,3,1,4,3,2,3,3,2,4,1,2,3,1,4,2,4,1,3,3,2,2,1,3,3,3,3,1,4,3,3,3,3,3,2,4,3,4,3,3,4,3,
3,4,1,2,3,4,2,1,1,3,2,4,2,1,3,3,2,4,2,1,3,2,4,1,2,4,2,4,1,2,2,1,3,4,3,2,3,3,4,1,1,2,2,3,4,1,2,4,2,2,
4,3,4,3,3,4,2,3,2,1,4,2,1,1,1,1,4,1,4,3,1,1,2,1,3,2,4,4,1,3,2,2,1,3,1,1,1,3,2,3,2,1,1,4,4,1,3,4,3,4,
1,3,4,2,3,1,3,3,3,2,3,4,3,4,1,2,4,2,4,1,2,2,1,1,1,2,3,4,1,2,4,2,3,4,2,1,3,1,3,1,4,1,2,1,3,2,3,4,4,2,
4,3,3,1,3,4,1,3,1,4,3,4,4,1,1,3,4,2,2,3,1,1,3,2,3,2,2,3,4,1,4,4,2,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,1,4,
4,4,1,3,4,1,3,3,3,3,4,1,4,1,1,1,2,4,3,3,1,3,4,4,3,1,4,3,1,2,2,1,4,2,4,2,4,2,3,2,4,1,1,1,3,4,1,3,1,2,
1,1,4,4,1,4,4,4,1,2,2,1,1,2,4,4,3,1,1,4,1,4,3,1,3,1,1,2,2,2,2,3,3,4,4,3,1,1,3,3,3,3,3,2,4,2,1,3,1,2,
1,3,3,3,3,2,4,3,4,2,4,2,2,3,4,4,3,4,3,3,4,3,2,4,1,1,1,3,4,3,4,3,2,1,2,4,1,3,1,3,1,3,4,2,2,1,4,1,3,3,
1,1,4,1,4,2,4,4,2,3,2,1,2,2,2,3,1,2,3,2,1,2,1,4,2,4,4,1,4,4,3,2,4,3,2,4,2,4,1,2,1,1,2,2,3,3,2,4,1,2,
3,4,3,3,4,3,2,4,1,2,2,2,2,2,1,4,2,3,3,1,4,4,3,2,3,3,1,2,3,3,3,3,1,4,1,3,3,2,4,3,1,3,2,3,1,4,4,4,1,4,
1,2,1,2,1,2,2,3,3,3,2,1,2,3,2,3,1,4,2,2,1,2,2,3,2,1,4,4,2,1,4,3,4,1,2,1,2,4,4,1,4,3,2,3,3,1,4,1,2,1,
1,2,2,2,1,3,2,1,4,1,2,3,4,1,2,2,3,4,3,3,4,4,1,1,3,1,3,2,4,4,3,1,4,4,3,3,3,4,1,1,4,2,4,3,1,3,1,4,4,1,
1,3,1,3,2,4,2,1,1,2,1,3,3,2,4,2,2,1,4,1,3,2,3,3,2,3,2,2,4,4,3,1,3,3,4,4,2,2,3,3,1,4,4,2,3,1,1,4,4,1,
4,1,2,4,4,1,3,2,4,2,1,4,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,4,1,2,2,4,2,3,4,3,3,3,2,3,2,2,3,2,3,3,3,2,3,3,
